thermometer,947631600,26.18
thermometer,947631601,-1.56
thermometer,947631602,8.47
thermometer,947631603,24.81
thermometer,947631604,38.02
thermometer,947631605,15.64
thermometer,947631606,-9.74
thermometer,947631607,23.82
thermometer,947631608,27.86
thermometer,947631609,24.79
thermometer,947631610,10.11
thermometer,947631611,-2.19
thermometer,947631612,-5.26
thermometer,947631613,25.45
thermometer,947631614,-6.63
thermometer,947631615,36.06
thermometer,947631616,34.65
thermometer,947631617,-5.37
thermometer,947631618,26.71
thermometer,947631619,2.90
thermometer,947631620,37.47
thermometer,947631621,20.55
thermometer,947631622,37.85
thermometer,947631623,15.75
thermometer,947631624,-8.55
thermometer,947631625,22.62
thermometer,947631626,39.89
thermometer,947631627,34.13
thermometer,947631628,18.54
thermometer,947631629,31.29
thermometer,947631630,-1.06
thermometer,947631631,10.90
thermometer,947631632,0.23
thermometer,947631633,15.62
thermometer,947631634,38.16
thermometer,947631635,33.63
thermometer,947631636,31.27
thermometer,947631637,21.44
thermometer,947631638,5.09
thermometer,947631639,13.15
thermometer,947631640,24.58
thermometer,947631641,12.88
thermometer,947631642,0.87
thermometer,947631643,32.01
thermometer,947631644,4.40
thermometer,947631645,5.60
thermometer,947631646,-7.26
thermometer,947631647,28.70
thermometer,947631648,34.83
thermometer,947631649,7.88
thermometer,947631650,-5.21
thermometer,947631651,28.50
thermometer,947631652,28.37
thermometer,947631653,19.30
thermometer,947631654,-8.79
thermometer,947631655,9.03
thermometer,947631656,21.61
thermometer,947631657,-5.39
thermometer,947631658,-7.87
thermometer,947631659,34.19
thermometer,947631660,13.53
thermometer,947631661,37.48
thermometer,947631662,-7.37
thermometer,947631663,27.63
thermometer,947631664,15.44
thermometer,947631665,1.02
thermometer,947631666,37.81
thermometer,947631667,30.00
thermometer,947631668,0.99
thermometer,947631669,24.84
thermometer,947631670,-3.53
thermometer,947631671,16.09
thermometer,947631672,-8.48
thermometer,947631673,24.72
thermometer,947631674,34.10
thermometer,947631675,0.30
thermometer,947631676,22.54
thermometer,947631677,-1.52
thermometer,947631678,35.29
thermometer,947631679,22.10
thermometer,947631680,39.73
thermometer,947631681,13.53
thermometer,947631682,32.77
thermometer,947631683,28.98
thermometer,947631684,36.22
thermometer,947631685,11.64
thermometer,947631686,31.68
thermometer,947631687,30.98
thermometer,947631688,21.12
thermometer,947631689,8.79
thermometer,947631690,11.34
thermometer,947631691,-8.71
thermometer,947631692,24.96
thermometer,947631693,1.36
thermometer,947631694,32.32
thermometer,947631695,9.01
thermometer,947631696,-3.15
thermometer,947631697,33.20
thermometer,947631698,35.46
thermometer,947631699,-1.95
