thermometer,946940400,38.85
thermometer,946940401,-0.74
thermometer,946940402,16.46
thermometer,946940403,25.77
thermometer,946940404,5.40
thermometer,946940405,22.44
thermometer,946940406,32.22
thermometer,946940407,4.21
thermometer,946940408,28.55
thermometer,946940409,27.42
thermometer,946940410,26.80
thermometer,946940411,35.58
thermometer,946940412,-7.89
thermometer,946940413,37.94
thermometer,946940414,-3.48
thermometer,946940415,8.49
thermometer,946940416,2.83
thermometer,946940417,-2.72
thermometer,946940418,26.61
thermometer,946940419,32.47
thermometer,946940420,21.82
thermometer,946940421,7.82
thermometer,946940422,-9.08
thermometer,946940423,12.56
thermometer,946940424,7.76
thermometer,946940425,-4.24
thermometer,946940426,6.95
thermometer,946940427,18.73
thermometer,946940428,26.87
thermometer,946940429,2.27
thermometer,946940430,-2.34
thermometer,946940431,19.43
thermometer,946940432,-2.33
thermometer,946940433,1.76
thermometer,946940434,32.08
thermometer,946940435,22.52
thermometer,946940436,22.19
thermometer,946940437,31.58
thermometer,946940438,5.83
thermometer,946940439,16.09
thermometer,946940440,-0.34
thermometer,946940441,22.10
thermometer,946940442,27.77
thermometer,946940443,34.42
thermometer,946940444,13.33
thermometer,946940445,13.05
thermometer,946940446,-5.09
thermometer,946940447,34.77
thermometer,946940448,27.75
thermometer,946940449,12.77
thermometer,946940450,4.88
thermometer,946940451,28.04
thermometer,946940452,25.97
thermometer,946940453,21.78
thermometer,946940454,2.58
thermometer,946940455,35.17
thermometer,946940456,25.47
thermometer,946940457,15.61
thermometer,946940458,15.29
thermometer,946940459,12.02
thermometer,946940460,19.86
thermometer,946940461,39.67
thermometer,946940462,-1.39
thermometer,946940463,25.04
thermometer,946940464,9.38
thermometer,946940465,-0.52
thermometer,946940466,-8.19
thermometer,946940467,8.52
thermometer,946940468,28.55
thermometer,946940469,34.31
thermometer,946940470,7.44
thermometer,946940471,14.00
thermometer,946940472,21.84
thermometer,946940473,4.00
thermometer,946940474,38.11
thermometer,946940475,-3.19
thermometer,946940476,27.76
thermometer,946940477,11.29
thermometer,946940478,37.37
thermometer,946940479,-8.06
thermometer,946940480,25.50
thermometer,946940481,20.66
thermometer,946940482,25.22
thermometer,946940483,8.68
thermometer,946940484,2.88
thermometer,946940485,32.87
thermometer,946940486,26.83
thermometer,946940487,-3.12
thermometer,946940488,18.17
thermometer,946940489,10.99
thermometer,946940490,27.28
thermometer,946940491,-7.02
thermometer,946940492,-7.31
thermometer,946940493,6.21
thermometer,946940494,7.96
thermometer,946940495,16.00
thermometer,946940496,9.76
thermometer,946940497,14.82
thermometer,946940498,26.95
thermometer,946940499,6.89
