thermometer,949446000,28.64
thermometer,949446001,-3.89
thermometer,949446002,3.74
thermometer,949446003,33.41
thermometer,949446004,-6.26
thermometer,949446005,38.49
thermometer,949446006,18.00
thermometer,949446007,7.14
thermometer,949446008,-9.48
thermometer,949446009,4.33
thermometer,949446010,16.29
thermometer,949446011,-7.24
thermometer,949446012,12.86
thermometer,949446013,8.52
thermometer,949446014,33.26
thermometer,949446015,-4.55
thermometer,949446016,6.49
thermometer,949446017,4.10
thermometer,949446018,8.42
thermometer,949446019,-8.58
thermometer,949446020,27.82
thermometer,949446021,21.17
thermometer,949446022,3.36
thermometer,949446023,-9.16
thermometer,949446024,33.23
thermometer,949446025,-9.08
thermometer,949446026,5.15
thermometer,949446027,22.04
thermometer,949446028,0.91
thermometer,949446029,37.16
thermometer,949446030,26.51
thermometer,949446031,27.62
thermometer,949446032,2.98
thermometer,949446033,27.84
thermometer,949446034,18.37
thermometer,949446035,9.94
thermometer,949446036,12.59
thermometer,949446037,38.69
thermometer,949446038,25.81
thermometer,949446039,20.18
thermometer,949446040,16.38
thermometer,949446041,-6.18
thermometer,949446042,36.71
thermometer,949446043,28.08
thermometer,949446044,40.35
thermometer,949446045,15.39
thermometer,949446046,16.45
thermometer,949446047,-4.79
thermometer,949446048,38.80
thermometer,949446049,13.59
thermometer,949446050,10.10
thermometer,949446051,3.01
thermometer,949446052,37.47
thermometer,949446053,-3.34
thermometer,949446054,31.70
thermometer,949446055,-7.87
thermometer,949446056,16.37
thermometer,949446057,20.29
thermometer,949446058,37.84
thermometer,949446059,28.15
thermometer,949446060,6.53
thermometer,949446061,20.93
thermometer,949446062,9.64
thermometer,949446063,-0.91
thermometer,949446064,22.48
thermometer,949446065,-0.91
thermometer,949446066,27.90
thermometer,949446067,-1.06
thermometer,949446068,37.02
thermometer,949446069,17.22
thermometer,949446070,6.85
thermometer,949446071,-0.61
thermometer,949446072,40.18
thermometer,949446073,5.63
thermometer,949446074,-8.43
thermometer,949446075,-1.18
thermometer,949446076,26.17
thermometer,949446077,32.75
thermometer,949446078,3.73
thermometer,949446079,29.70
thermometer,949446080,30.77
thermometer,949446081,32.28
thermometer,949446082,40.37
thermometer,949446083,-9.56
thermometer,949446084,6.23
thermometer,949446085,3.55
thermometer,949446086,1.62
thermometer,949446087,22.41
thermometer,949446088,-5.78
thermometer,949446089,7.51
thermometer,949446090,38.46
thermometer,949446091,16.92
thermometer,949446092,31.02
thermometer,949446093,24.20
thermometer,949446094,12.96
thermometer,949446095,28.33
thermometer,949446096,40.00
thermometer,949446097,-5.15
thermometer,949446098,7.95
thermometer,949446099,4.43
