thermometer,946681200,3.53
thermometer,946681201,-8.44
thermometer,946681202,30.25
thermometer,946681203,24.83
thermometer,946681204,-1.30
thermometer,946681205,12.49
thermometer,946681206,38.30
thermometer,946681207,5.47
thermometer,946681208,29.39
thermometer,946681209,-1.37
thermometer,946681210,18.98
thermometer,946681211,27.35
thermometer,946681212,37.06
thermometer,946681213,-0.27
thermometer,946681214,18.30
thermometer,946681215,-7.70
thermometer,946681216,-0.75
thermometer,946681217,0.78
thermometer,946681218,37.51
thermometer,946681219,5.50
thermometer,946681220,8.27
thermometer,946681221,-5.16
thermometer,946681222,4.33
thermometer,946681223,-0.03
thermometer,946681224,26.92
thermometer,946681225,39.40
thermometer,946681226,10.40
thermometer,946681227,0.08
thermometer,946681228,17.42
thermometer,946681229,6.29
thermometer,946681230,32.14
thermometer,946681231,2.80
thermometer,946681232,13.25
thermometer,946681233,39.58
thermometer,946681234,14.55
thermometer,946681235,-9.04
thermometer,946681236,39.89
thermometer,946681237,32.67
thermometer,946681238,17.64
thermometer,946681239,13.09
thermometer,946681240,9.86
thermometer,946681241,39.99
thermometer,946681242,11.49
thermometer,946681243,37.74
thermometer,946681244,10.23
thermometer,946681245,4.01
thermometer,946681246,2.40
thermometer,946681247,14.16
thermometer,946681248,-8.27
thermometer,946681249,7.54
thermometer,946681250,21.85
thermometer,946681251,29.63
thermometer,946681252,14.51
thermometer,946681253,24.23
thermometer,946681254,13.04
thermometer,946681255,28.36
thermometer,946681256,-5.13
thermometer,946681257,21.65
thermometer,946681258,28.73
thermometer,946681259,34.75
thermometer,946681260,31.30
thermometer,946681261,37.63
thermometer,946681262,21.72
thermometer,946681263,6.18
thermometer,946681264,-5.54
thermometer,946681265,25.84
thermometer,946681266,21.97
thermometer,946681267,20.65
thermometer,946681268,13.51
thermometer,946681269,-4.79
thermometer,946681270,23.98
thermometer,946681271,11.21
thermometer,946681272,11.79
thermometer,946681273,39.65
thermometer,946681274,17.92
thermometer,946681275,27.33
thermometer,946681276,28.59
thermometer,946681277,37.32
thermometer,946681278,11.29
thermometer,946681279,33.16
thermometer,946681280,-4.64
thermometer,946681281,30.77
thermometer,946681282,39.49
thermometer,946681283,5.58
thermometer,946681284,7.98
thermometer,946681285,24.20
thermometer,946681286,8.33
thermometer,946681287,14.30
thermometer,946681288,18.91
thermometer,946681289,1.50
thermometer,946681290,-0.52
thermometer,946681291,-9.69
thermometer,946681292,12.26
thermometer,946681293,40.04
thermometer,946681294,13.80
thermometer,946681295,21.88
thermometer,946681296,21.82
thermometer,946681297,22.72
thermometer,946681298,22.57
thermometer,946681299,20.14
