thermometer,948322800,3.80
thermometer,948322801,2.05
thermometer,948322802,31.45
thermometer,948322803,7.12
thermometer,948322804,-1.64
thermometer,948322805,11.97
thermometer,948322806,28.85
thermometer,948322807,25.31
thermometer,948322808,31.29
thermometer,948322809,23.10
thermometer,948322810,-2.80
thermometer,948322811,18.39
thermometer,948322812,28.86
thermometer,948322813,27.02
thermometer,948322814,37.99
thermometer,948322815,-1.17
thermometer,948322816,16.00
thermometer,948322817,37.94
thermometer,948322818,24.71
thermometer,948322819,18.64
thermometer,948322820,16.07
thermometer,948322821,30.88
thermometer,948322822,11.50
thermometer,948322823,-7.42
thermometer,948322824,23.62
thermometer,948322825,2.92
thermometer,948322826,-7.58
thermometer,948322827,0.81
thermometer,948322828,15.65
thermometer,948322829,-3.73
thermometer,948322830,3.78
thermometer,948322831,-2.18
thermometer,948322832,8.46
thermometer,948322833,-2.74
thermometer,948322834,36.25
thermometer,948322835,13.88
thermometer,948322836,18.17
thermometer,948322837,27.45
thermometer,948322838,13.50
thermometer,948322839,27.95
thermometer,948322840,0.98
thermometer,948322841,33.51
thermometer,948322842,-3.11
thermometer,948322843,-7.22
thermometer,948322844,4.89
thermometer,948322845,24.42
thermometer,948322846,10.21
thermometer,948322847,1.86
thermometer,948322848,19.20
thermometer,948322849,-9.34
thermometer,948322850,30.69
thermometer,948322851,18.29
thermometer,948322852,7.40
thermometer,948322853,23.53
thermometer,948322854,-5.92
thermometer,948322855,21.24
thermometer,948322856,-8.19
thermometer,948322857,24.51
thermometer,948322858,6.14
thermometer,948322859,40.33
thermometer,948322860,-7.77
thermometer,948322861,37.89
thermometer,948322862,29.03
thermometer,948322863,13.42
thermometer,948322864,14.96
thermometer,948322865,30.64
thermometer,948322866,16.26
thermometer,948322867,40.04
thermometer,948322868,3.11
thermometer,948322869,-6.10
thermometer,948322870,24.87
thermometer,948322871,-8.59
thermometer,948322872,31.33
thermometer,948322873,29.35
thermometer,948322874,16.64
thermometer,948322875,39.78
thermometer,948322876,31.81
thermometer,948322877,9.75
thermometer,948322878,-6.78
thermometer,948322879,3.75
thermometer,948322880,4.09
thermometer,948322881,22.55
thermometer,948322882,-6.76
thermometer,948322883,23.19
thermometer,948322884,-8.06
thermometer,948322885,39.81
thermometer,948322886,16.57
thermometer,948322887,-5.54
thermometer,948322888,0.43
thermometer,948322889,11.76
thermometer,948322890,-6.47
thermometer,948322891,18.81
thermometer,948322892,10.08
thermometer,948322893,37.51
thermometer,948322894,-1.60
thermometer,948322895,-9.73
thermometer,948322896,1.37
thermometer,948322897,27.39
thermometer,948322898,-2.40
thermometer,948322899,39.36
